hora_do_dia,meio_de_pagamento,valor,nome_cafe,periodo_do_dia,dia_da_semana,nome_mes,ordem_dia,ordem_mes,data,hora
14,Crédito,38.0,Latte,Tarde,Seg,Mai,1,5,2022-05-23,14:51:47.727000
15,Pix,28.11,Cortado,Tarde,Seg,Mai,1,5,2022-05-23,15:09:58.087000
7,Alimentação,40.04,Americano com Leite,Manhã,Ter,Mai,2,5,2022-05-24,07:09:16.323000
11,Pix,18.3,Espresso,Manhã,Ter,Mai,2,5,2022-05-24,11:14:50.231000
12,Pix,37.64,Chocolate Quente,Tarde,Ter,Mai,2,5,2022-05-24,12:12:55.088000
14,Débito,38.88,Cappuccino,Tarde,Ter,Mai,2,5,2022-05-24,14:08:04.790000
14,Crédito,27.55,Cacau,Tarde,Ter,Mai,2,5,2022-05-24,14:12:26.981000
14,Débito,28.39,Americano,Tarde,Ter,Mai,2,5,2022-05-24,14:28:07.443000
20,Débito,37.25,Cappuccino,Noite,Ter,Mai,2,5,2022-05-24,20:03:40.144000
21,Débito,29.49,Americano,Noite,Ter,Mai,2,5,2022-05-24,21:26:35.822000
9,Débito,29.55,Americano,Manhã,Qua,Mai,3,5,2022-05-25,09:17:08.914000
16,Pix,29.52,Cacau,Tarde,Qua,Mai,3,5,2022-05-25,16:16:56.733000
19,Alimentação,40.42,Cappuccino,Noite,Qua,Mai,3,5,2022-05-25,19:59:43.266000
10,Débito,29.32,Cortado,Manhã,Qui,Mai,4,5,2022-05-26,10:28:17.322000
15,Pix,39.41,Latte,Tarde,Qui,Mai,4,5,2022-05-26,15:41:10.612000
17,Alimentação,37.12,Latte,Tarde,Qui,Mai,4,5,2022-05-26,17:07:53.869000
18,Alimentação,37.59,Latte,Noite,Qui,Mai,4,5,2022-05-26,18:49:53.317000
18,Débito,39.38,Chocolate Quente,Noite,Qui,Mai,4,5,2022-05-26,18:49:55.315000
21,Crédito,18.57,Espresso,Noite,Qui,Mai,4,5,2022-05-26,21:17:36.183000
7,Débito,36.9,Latte,Manhã,Sex,Mai,5,5,2022-05-27,07:51:45.399000
14,Crédito,28.86,Cortado,Tarde,Sex,Mai,5,5,2022-05-27,14:32:04.015000
14,Débito,38.93,Cappuccino,Tarde,Sex,Mai,5,5,2022-05-27,14:45:50.894000
14,Crédito,39.11,Latte,Tarde,Sex,Mai,5,5,2022-05-27,14:56:18.146000
9,Pix,40.63,Americano com Leite,Manhã,Sáb,Mai,6,5,2022-05-28,09:49:19.091000
13,Alimentação,38.05,Chocolate Quente,Tarde,Sáb,Mai,6,5,2022-05-28,13:44:34.601000
6,Alimentação,28.64,Americano,Manhã,Dom,Mai,7,5,2022-05-29,06:48:00.958000
9,Crédito,17.8,Espresso,Manhã,Dom,Mai,7,5,2022-05-29,09:23:23.148000
11,Alimentação,28.28,Americano,Manhã,Dom,Mai,7,5,2022-05-29,11:14:57.726000
11,Débito,37.93,Latte,Manhã,Dom,Mai,7,5,2022-05-29,11:42:25.600000
14,Crédito,18.6,Espresso,Tarde,Dom,Mai,7,5,2022-05-29,14:34:17.044000
18,Débito,27.81,Americano,Noite,Dom,Mai,7,5,2022-05-29,18:38:02.252000
20,Pix,40.6,Cappuccino,Noite,Dom,Mai,7,5,2022-05-29,20:08:41.898000
6,Alimentação,18.9,Espresso,Manhã,Seg,Mai,1,5,2022-05-30,06:43:52.823000
9,Débito,17.98,Espresso,Manhã,Seg,Mai,1,5,2022-05-30,09:48:37.741000
10,Crédito,38.04,Latte,Manhã,Seg,Mai,1,5,2022-05-30,10:23:57.057000
16,Pix,18.47,Espresso,Tarde,Seg,Mai,1,5,2022-05-30,16:04:57.374000
16,Pix,39.06,Latte,Tarde,Seg,Mai,1,5,2022-05-30,16:16:06.652000
6,Crédito,19.25,Espresso,Manhã,Ter,Mai,2,5,2022-05-31,06:59:07.649000
9,Pix,37.12,Americano com Leite,Manhã,Ter,Mai,2,5,2022-05-31,09:17:21.345000
13,Alimentação,37.6,Americano com Leite,Tarde,Ter,Mai,2,5,2022-05-31,13:31:03.911000
13,Débito,40.17,Cappuccino,Tarde,Ter,Mai,2,5,2022-05-31,13:32:16.135000
13,Débito,29.7,Americano,Tarde,Ter,Mai,2,5,2022-05-31,13:45:28.488000
14,Crédito,29.04,Cacau,Tarde,Ter,Mai,2,5,2022-05-31,14:02:07.868000
14,Pix,29.3,Americano,Tarde,Ter,Mai,2,5,2022-05-31,14:50:04.186000
10,Crédito,27.63,Americano,Manhã,Qua,Jun,3,6,2022-06-01,10:03:24.397000
10,Pix,18.59,Espresso,Manhã,Qua,Jun,3,6,2022-06-01,10:56:24.164000
12,Crédito,28.68,Cortado,Tarde,Qua,Jun,3,6,2022-06-01,12:22:37.306000
7,Crédito,28.38,Americano,Manhã,Qui,Jun,4,6,2022-06-02,07:21:01.458000
8,Débito,29.63,Americano,Manhã,Qui,Jun,4,6,2022-06-02,08:07:07.931000
10,Pix,38.43,Chocolate Quente,Manhã,Qui,Jun,4,6,2022-06-02,10:40:56.165000
11,Débito,39.2,Latte,Manhã,Qui,Jun,4,6,2022-06-02,11:20:06.894000
12,Débito,18.2,Espresso,Tarde,Qui,Jun,4,6,2022-06-02,12:33:00.109000
15,Crédito,28.82,Americano,Tarde,Qui,Jun,4,6,2022-06-02,15:41:25.387000
19,Débito,29.18,Americano,Noite,Qui,Jun,4,6,2022-06-02,19:53:34.308000
6,Alimentação,37.11,Latte,Manhã,Sex,Jun,5,6,2022-06-03,06:22:23.804000
7,Crédito,30.25,Americano,Manhã,Sex,Jun,5,6,2022-06-03,07:39:06.342000
7,Pix,38.02,Chocolate Quente,Manhã,Sex,Jun,5,6,2022-06-03,07:57:24.175000
12,Alimentação,19.4,Espresso,Tarde,Sex,Jun,5,6,2022-06-03,12:41:09.128000
13,Crédito,18.78,Espresso,Tarde,Sex,Jun,5,6,2022-06-03,13:16:21.638000
14,Crédito,37.68,Cappuccino,Tarde,Sex,Jun,5,6,2022-06-03,14:03:27.678000
15,Pix,18.83,Espresso,Tarde,Sex,Jun,5,6,2022-06-03,15:25:23.525000
16,Débito,36.96,Cappuccino,Tarde,Sex,Jun,5,6,2022-06-03,16:20:15.338000
16,Pix,18.11,Espresso,Tarde,Sex,Jun,5,6,2022-06-03,16:46:07.371000
18,Alimentação,39.73,Cappuccino,Noite,Sex,Jun,5,6,2022-06-03,18:54:13.499000
21,Pix,29.24,Americano,Noite,Sex,Jun,5,6,2022-06-03,21:32:15.455000
8,Pix,28.1,Americano,Manhã,Sáb,Jun,6,6,2022-06-04,08:13:16.547000
9,Alimentação,37.13,Latte,Manhã,Sáb,Jun,6,6,2022-06-04,09:47:37.579000
14,Pix,40.12,Americano com Leite,Tarde,Sáb,Jun,6,6,2022-06-04,14:53:07.407000
15,Crédito,30.28,Cortado,Tarde,Sáb,Jun,6,6,2022-06-04,15:23:40.987000
16,Débito,39.61,Latte,Tarde,Sáb,Jun,6,6,2022-06-04,16:41:26.646000
11,Débito,28.11,Cortado,Manhã,Dom,Jun,7,6,2022-06-05,11:32:45.783000
11,Crédito,29.6,Cortado,Manhã,Dom,Jun,7,6,2022-06-05,11:46:38.005000
16,Alimentação,40.05,Americano com Leite,Tarde,Dom,Jun,7,6,2022-06-05,16:11:05.714000
17,Débito,39.6,Latte,Tarde,Dom,Jun,7,6,2022-06-05,17:36:36.213000
20,Débito,29.55,Americano,Noite,Dom,Jun,7,6,2022-06-05,20:05:00.581000
21,Crédito,28.55,Americano,Noite,Dom,Jun,7,6,2022-06-05,21:05:09.243000
13,Crédito,39.77,Chocolate Quente,Tarde,Seg,Jun,1,6,2022-06-06,13:07:33.522000
14,Crédito,37.1,Cappuccino,Tarde,Seg,Jun,1,6,2022-06-06,14:56:23.910000
16,Crédito,18.97,Espresso,Tarde,Seg,Jun,1,6,2022-06-06,16:41:59.015000
6,Débito,37.47,Latte,Manhã,Ter,Jun,2,6,2022-06-07,06:53:52.426000
10,Crédito,27.89,Americano,Manhã,Ter,Jun,2,6,2022-06-07,10:37:55.925000
10,Débito,38.06,Americano com Leite,Manhã,Ter,Jun,2,6,2022-06-07,10:44:51.937000
10,Pix,38.57,Americano com Leite,Manhã,Ter,Jun,2,6,2022-06-07,10:59:12.022000
12,Crédito,28.07,Americano,Tarde,Ter,Jun,2,6,2022-06-07,12:07:51.447000
13,Pix,27.56,Americano,Tarde,Ter,Jun,2,6,2022-06-07,13:55:33.337000
14,Pix,28.57,Cortado,Tarde,Ter,Jun,2,6,2022-06-07,14:54:05.629000
15,Alimentação,39.64,Latte,Tarde,Ter,Jun,2,6,2022-06-07,15:05:10.589000
8,Pix,38.1,Latte,Manhã,Qua,Jun,3,6,2022-06-08,08:21:18.400000
14,Pix,28.21,Americano,Tarde,Qua,Jun,3,6,2022-06-08,14:06:46.221000
16,Crédito,40.57,Latte,Tarde,Qua,Jun,3,6,2022-06-08,16:52:51.213000
20,Alimentação,39.2,Cappuccino,Noite,Qua,Jun,3,6,2022-06-08,20:14:36.515000
6,Pix,37.18,Latte,Manhã,Qui,Jun,4,6,2022-06-09,06:30:48.441000
9,Débito,19.24,Espresso,Manhã,Qui,Jun,4,6,2022-06-09,09:54:39.786000
14,Pix,36.96,Latte,Tarde,Qui,Jun,4,6,2022-06-09,14:56:00.873000
18,Alimentação,18.36,Espresso,Noite,Qui,Jun,4,6,2022-06-09,18:03:08.523000
6,Débito,36.94,Latte,Manhã,Sex,Jun,5,6,2022-06-10,06:22:28.507000
9,Débito,40.03,Latte,Manhã,Sex,Jun,5,6,2022-06-10,09:08:30.217000
9,Alimentação,29.48,Cacau,Manhã,Sex,Jun,5,6,2022-06-10,09:08:42.333000
10,Alimentação,18.08,Espresso,Manhã,Sex,Jun,5,6,2022-06-10,10:53:40.828000
17,Pix,29.0,Americano,Tarde,Sex,Jun,5,6,2022-06-10,17:17:36.237000
8,Alimentação,39.35,Americano com Leite,Manhã,Sáb,Jun,6,6,2022-06-11,08:07:51.889000
11,Débito,38.24,Americano com Leite,Manhã,Sáb,Jun,6,6,2022-06-11,11:49:58.151000
12,Crédito,27.75,Americano,Tarde,Sáb,Jun,6,6,2022-06-11,12:52:11.558000
13,Alimentação,29.83,Americano,Tarde,Sáb,Jun,6,6,2022-06-11,13:38:23.592000
15,Crédito,28.92,Americano,Tarde,Sáb,Jun,6,6,2022-06-11,15:14:46.076000
19,Crédito,39.5,Latte,Noite,Sáb,Jun,6,6,2022-06-11,19:39:13.967000
9,Alimentação,39.07,Latte,Manhã,Dom,Jun,7,6,2022-06-12,09:02:11.250000
9,Crédito,18.77,Espresso,Manhã,Dom,Jun,7,6,2022-06-12,09:55:30.794000
10,Débito,29.89,Cacau,Manhã,Dom,Jun,7,6,2022-06-12,10:21:57.184000
16,Débito,40.26,Cappuccino,Tarde,Dom,Jun,7,6,2022-06-12,16:49:12.121000
19,Débito,38.87,Americano com Leite,Noite,Dom,Jun,7,6,2022-06-12,19:58:20.772000
21,Crédito,27.61,Cacau,Noite,Dom,Jun,7,6,2022-06-12,21:10:26.999000
9,Alimentação,28.53,Americano,Manhã,Seg,Jun,1,6,2022-06-13,09:44:39.561000
10,Alimentação,17.73,Espresso,Manhã,Seg,Jun,1,6,2022-06-13,10:30:06.875000
12,Alimentação,30.17,Cacau,Tarde,Seg,Jun,1,6,2022-06-13,12:40:03.369000
14,Débito,40.27,Latte,Tarde,Seg,Jun,1,6,2022-06-13,14:56:13.192000
20,Débito,28.11,Cortado,Noite,Seg,Jun,1,6,2022-06-13,20:00:26.186000
8,Alimentação,37.92,Latte,Manhã,Ter,Jun,2,6,2022-06-14,08:17:02.960000
9,Crédito,29.55,Cortado,Manhã,Ter,Jun,2,6,2022-06-14,09:17:43.061000
14,Alimentação,27.59,Cortado,Tarde,Ter,Jun,2,6,2022-06-14,14:31:17.912000
14,Crédito,36.98,Americano com Leite,Tarde,Ter,Jun,2,6,2022-06-14,14:53:19.538000
15,Pix,27.86,Americano,Tarde,Ter,Jun,2,6,2022-06-14,15:11:07.644000
15,Pix,38.42,Americano com Leite,Tarde,Ter,Jun,2,6,2022-06-14,15:31:27.992000
15,Alimentação,36.82,Chocolate Quente,Tarde,Ter,Jun,2,6,2022-06-14,15:37:03.654000
16,Crédito,37.48,Chocolate Quente,Tarde,Ter,Jun,2,6,2022-06-14,16:25:10.568000
18,Crédito,18.2,Espresso,Noite,Ter,Jun,2,6,2022-06-14,18:53:14.392000
14,Pix,28.41,Cacau,Tarde,Qua,Jun,3,6,2022-06-15,14:31:36.681000
16,Débito,37.76,Cappuccino,Tarde,Qua,Jun,3,6,2022-06-15,16:22:42.365000
17,Débito,40.56,Cappuccino,Tarde,Qua,Jun,3,6,2022-06-15,17:26:35.596000
9,Alimentação,28.83,Americano,Manhã,Qui,Jun,4,6,2022-06-16,09:14:17.995000
13,Crédito,28.96,Americano,Tarde,Qui,Jun,4,6,2022-06-16,13:12:07.602000
16,Alimentação,37.03,Chocolate Quente,Tarde,Qui,Jun,4,6,2022-06-16,16:26:40.325000
13,Débito,38.62,Chocolate Quente,Tarde,Sex,Jun,5,6,2022-06-17,13:10:08.525000
8,Pix,18.85,Espresso,Manhã,Sáb,Jun,6,6,2022-06-18,08:33:43.286000
8,Crédito,27.5,Cortado,Manhã,Sáb,Jun,6,6,2022-06-18,08:46:58.958000
10,Alimentação,39.61,Americano com Leite,Manhã,Sáb,Jun,6,6,2022-06-18,10:07:24.290000
11,Crédito,28.64,Americano,Manhã,Sáb,Jun,6,6,2022-06-18,11:25:04.145000
13,Alimentação,38.12,Cappuccino,Tarde,Sáb,Jun,6,6,2022-06-18,13:28:53.667000
13,Pix,40.4,Latte,Tarde,Sáb,Jun,6,6,2022-06-18,13:35:18.158000
15,Débito,39.35,Americano com Leite,Tarde,Sáb,Jun,6,6,2022-06-18,15:01:11.877000
15,Alimentação,28.24,Americano,Tarde,Sáb,Jun,6,6,2022-06-18,15:31:23.304000
15,Pix,27.74,Cacau,Tarde,Sáb,Jun,6,6,2022-06-18,15:57:36.713000
19,Crédito,29.37,Americano,Noite,Sáb,Jun,6,6,2022-06-18,19:33:56.087000
12,Débito,30.15,Americano,Tarde,Dom,Jun,7,6,2022-06-19,12:29:32.441000
12,Crédito,39.51,Americano com Leite,Tarde,Dom,Jun,7,6,2022-06-19,12:54:07.057000
14,Alimentação,17.91,Espresso,Tarde,Dom,Jun,7,6,2022-06-19,14:28:18.254000
14,Crédito,39.22,Cappuccino,Tarde,Dom,Jun,7,6,2022-06-19,14:54:57.698000
16,Pix,40.06,Latte,Tarde,Dom,Jun,7,6,2022-06-19,16:27:21.026000
19,Débito,39.16,Latte,Noite,Dom,Jun,7,6,2022-06-19,19:48:12.592000
6,Alimentação,28.89,Americano,Manhã,Seg,Jun,1,6,2022-06-20,06:45:51.497000
13,Débito,29.77,Americano,Tarde,Seg,Jun,1,6,2022-06-20,13:27:39.724000
14,Crédito,39.27,Latte,Tarde,Seg,Jun,1,6,2022-06-20,14:41:59.407000
16,Pix,38.25,Chocolate Quente,Tarde,Seg,Jun,1,6,2022-06-20,16:15:42.302000
16,Débito,39.03,Latte,Tarde,Seg,Jun,1,6,2022-06-20,16:27:04.425000
17,Crédito,27.7,Cacau,Tarde,Seg,Jun,1,6,2022-06-20,17:50:01.086000
17,Débito,30.18,Cortado,Tarde,Seg,Jun,1,6,2022-06-20,17:55:00.100000
18,Pix,19.26,Espresso,Noite,Seg,Jun,1,6,2022-06-20,18:58:42.086000
7,Pix,27.52,Americano,Manhã,Ter,Jun,2,6,2022-06-21,07:54:09.620000
9,Pix,29.08,Americano,Manhã,Ter,Jun,2,6,2022-06-21,09:17:12.154000
9,Alimentação,29.35,Cacau,Manhã,Ter,Jun,2,6,2022-06-21,09:51:49.585000
10,Alimentação,37.08,Americano com Leite,Manhã,Ter,Jun,2,6,2022-06-21,10:01:50.506000
10,Crédito,38.69,Chocolate Quente,Manhã,Ter,Jun,2,6,2022-06-21,10:11:45.539000
11,Crédito,40.19,Cappuccino,Manhã,Ter,Jun,2,6,2022-06-21,11:52:45.684000
13,Pix,29.31,Americano,Tarde,Ter,Jun,2,6,2022-06-21,13:51:59.965000
14,Crédito,37.77,Chocolate Quente,Tarde,Ter,Jun,2,6,2022-06-21,14:08:55.472000
14,Débito,19.08,Espresso,Tarde,Ter,Jun,2,6,2022-06-21,14:26:33.591000
15,Crédito,37.43,Americano com Leite,Tarde,Ter,Jun,2,6,2022-06-21,15:47:38.069000
19,Alimentação,40.49,Americano com Leite,Noite,Ter,Jun,2,6,2022-06-21,19:39:48.517000
9,Débito,19.24,Espresso,Manhã,Qua,Jun,3,6,2022-06-22,09:32:23.710000
13,Crédito,28.08,Americano,Tarde,Qua,Jun,3,6,2022-06-22,13:21:58.259000
7,Pix,18.34,Espresso,Manhã,Qui,Jun,4,6,2022-06-23,07:32:46.720000
7,Crédito,27.74,Americano,Manhã,Qui,Jun,4,6,2022-06-23,07:53:41.109000
8,Débito,38.75,Americano com Leite,Manhã,Qui,Jun,4,6,2022-06-23,08:03:07.543000
8,Crédito,38.52,Latte,Manhã,Qui,Jun,4,6,2022-06-23,08:08:02.825000
11,Débito,37.3,Cappuccino,Manhã,Qui,Jun,4,6,2022-06-23,11:22:28.423000
12,Pix,38.09,Cappuccino,Tarde,Qui,Jun,4,6,2022-06-23,12:40:28.177000
15,Alimentação,39.58,Americano com Leite,Tarde,Qui,Jun,4,6,2022-06-23,15:35:41.368000
18,Pix,38.44,Latte,Noite,Qui,Jun,4,6,2022-06-23,18:17:22.026000
8,Débito,36.88,Americano com Leite,Manhã,Sex,Jun,5,6,2022-06-24,08:15:33.146000
8,Pix,39.0,Americano com Leite,Manhã,Sex,Jun,5,6,2022-06-24,08:49:36.474000
9,Crédito,36.84,Americano com Leite,Manhã,Sex,Jun,5,6,2022-06-24,09:58:28.192000
10,Pix,39.29,Chocolate Quente,Manhã,Sex,Jun,5,6,2022-06-24,10:59:26.495000
11,Débito,29.22,Cacau,Manhã,Sex,Jun,5,6,2022-06-24,11:02:11.809000
18,Débito,39.57,Chocolate Quente,Noite,Sex,Jun,5,6,2022-06-24,18:53:48.924000
20,Crédito,27.57,Cacau,Noite,Sex,Jun,5,6,2022-06-24,20:17:15.349000
9,Pix,28.62,Americano,Manhã,Sáb,Jun,6,6,2022-06-25,09:00:03.911000
9,Alimentação,18.85,Espresso,Manhã,Sáb,Jun,6,6,2022-06-25,09:26:31.568000
9,Alimentação,37.61,Americano com Leite,Manhã,Sáb,Jun,6,6,2022-06-25,09:38:30.888000
10,Pix,40.12,Latte,Manhã,Sáb,Jun,6,6,2022-06-25,10:20:37.348000
14,Alimentação,38.14,Cappuccino,Tarde,Sáb,Jun,6,6,2022-06-25,14:55:47.362000
15,Pix,28.74,Cortado,Tarde,Sáb,Jun,6,6,2022-06-25,15:14:10.322000
16,Débito,18.78,Espresso,Tarde,Sáb,Jun,6,6,2022-06-25,16:55:07.658000
17,Pix,18.75,Espresso,Tarde,Sáb,Jun,6,6,2022-06-25,17:20:50.584000
10,Débito,37.22,Americano com Leite,Manhã,Dom,Jun,7,6,2022-06-26,10:29:09.485000
15,Crédito,40.32,Americano com Leite,Tarde,Dom,Jun,7,6,2022-06-26,15:09:46.201000
15,Alimentação,40.0,Cappuccino,Tarde,Dom,Jun,7,6,2022-06-26,15:53:36.817000
7,Débito,38.96,Americano com Leite,Manhã,Seg,Jun,1,6,2022-06-27,07:56:54.349000
12,Crédito,39.73,Latte,Tarde,Seg,Jun,1,6,2022-06-27,12:46:17.073000
15,Crédito,37.63,Cappuccino,Tarde,Seg,Jun,1,6,2022-06-27,15:45:53.913000
8,Crédito,29.08,Americano,Manhã,Ter,Jun,2,6,2022-06-28,08:29:01.425000
9,Pix,37.38,Latte,Manhã,Ter,Jun,2,6,2022-06-28,09:58:35.553000
10,Alimentação,36.82,Latte,Manhã,Ter,Jun,2,6,2022-06-28,10:36:11.608000
10,Pix,28.36,Cacau,Manhã,Ter,Jun,2,6,2022-06-28,10:48:40.724000
11,Pix,38.78,Cappuccino,Manhã,Ter,Jun,2,6,2022-06-28,11:25:35.333000
13,Alimentação,28.91,Americano,Tarde,Ter,Jun,2,6,2022-06-28,13:24:55.525000
15,Pix,28.56,Cortado,Tarde,Ter,Jun,2,6,2022-06-28,15:03:57.851000
15,Pix,18.76,Espresso,Tarde,Ter,Jun,2,6,2022-06-28,15:15:20.309000
8,Pix,40.41,Cappuccino,Manhã,Qua,Jun,3,6,2022-06-29,08:14:32.820000
9,Pix,37.41,Americano com Leite,Manhã,Qua,Jun,3,6,2022-06-29,09:47:37.789000
13,Pix,37.16,Cappuccino,Tarde,Qua,Jun,3,6,2022-06-29,13:22:47.094000
14,Crédito,37.25,Latte,Tarde,Qua,Jun,3,6,2022-06-29,14:54:48.035000
16,Crédito,38.96,Latte,Tarde,Qua,Jun,3,6,2022-06-29,16:37:11.283000
17,Débito,18.52,Espresso,Tarde,Qua,Jun,3,6,2022-06-29,17:00:03.688000
20,Crédito,19.4,Espresso,Noite,Qua,Jun,3,6,2022-06-29,20:20:41.436000
20,Débito,17.87,Espresso,Noite,Qua,Jun,3,6,2022-06-29,20:23:37.062000
21,Alimentação,40.05,Cappuccino,Noite,Qua,Jun,3,6,2022-06-29,21:00:35.583000
7,Alimentação,29.55,Cortado,Manhã,Qui,Jun,4,6,2022-06-30,07:14:23.081000
7,Pix,29.18,Cacau,Manhã,Qui,Jun,4,6,2022-06-30,07:23:50.780000
8,Pix,18.47,Espresso,Manhã,Qui,Jun,4,6,2022-06-30,08:57:43.348000
9,Débito,29.55,Cacau,Manhã,Qui,Jun,4,6,2022-06-30,09:06:27.478000
10,Débito,37.55,Cappuccino,Manhã,Qui,Jun,4,6,2022-06-30,10:29:06.334000
16,Crédito,39.03,Latte,Tarde,Qui,Jun,4,6,2022-06-30,16:13:39.029000
17,Pix,39.65,Cappuccino,Tarde,Qui,Jun,4,6,2022-06-30,17:28:20.121000
17,Crédito,38.39,Cappuccino,Tarde,Qui,Jun,4,6,2022-06-30,17:31:05.694000
17,Crédito,37.26,Americano com Leite,Tarde,Qui,Jun,4,6,2022-06-30,17:50:15.884000
21,Crédito,38.24,Chocolate Quente,Noite,Qui,Jun,4,6,2022-06-30,21:51:46.888000
14,Pix,39.51,Cappuccino,Tarde,Sex,Jul,5,7,2022-07-01,14:57:13.538000
16,Débito,38.68,Americano com Leite,Tarde,Sex,Jul,5,7,2022-07-01,16:27:07.363000
16,Crédito,29.77,Cortado,Tarde,Sex,Jul,5,7,2022-07-01,16:29:19.613000
16,Crédito,18.65,Espresso,Tarde,Sex,Jul,5,7,2022-07-01,16:39:58.309000
16,Pix,39.87,Chocolate Quente,Tarde,Sex,Jul,5,7,2022-07-01,16:43:08.979000
6,Débito,18.1,Espresso,Manhã,Sáb,Jul,6,7,2022-07-02,06:13:10.397000
8,Crédito,38.6,Cappuccino,Manhã,Sáb,Jul,6,7,2022-07-02,08:54:33.814000
9,Alimentação,27.47,Americano,Manhã,Sáb,Jul,6,7,2022-07-02,09:40:25.986000
16,Crédito,30.06,Americano,Tarde,Sáb,Jul,6,7,2022-07-02,16:42:39.419000
8,Alimentação,39.39,Latte,Manhã,Dom,Jul,7,7,2022-07-03,08:35:41.093000
10,Débito,28.32,Americano,Manhã,Dom,Jul,7,7,2022-07-03,10:47:07.858000
13,Crédito,38.82,Cappuccino,Tarde,Dom,Jul,7,7,2022-07-03,13:54:39.203000
14,Crédito,28.07,Americano,Tarde,Dom,Jul,7,7,2022-07-03,14:11:17.457000
14,Pix,38.61,Cappuccino,Tarde,Dom,Jul,7,7,2022-07-03,14:27:28.133000
14,Pix,39.67,Latte,Tarde,Dom,Jul,7,7,2022-07-03,14:39:59.421000
16,Crédito,40.63,Latte,Tarde,Dom,Jul,7,7,2022-07-03,16:32:10.514000
18,Débito,18.65,Espresso,Noite,Dom,Jul,7,7,2022-07-03,18:18:09.548000
8,Alimentação,38.13,Chocolate Quente,Manhã,Seg,Jul,1,7,2022-07-04,08:58:02.394000
15,Pix,29.22,Americano,Tarde,Seg,Jul,1,7,2022-07-04,15:43:36.654000
16,Pix,18.6,Espresso,Tarde,Seg,Jul,1,7,2022-07-04,16:21:58.361000
19,Pix,29.14,Americano,Noite,Seg,Jul,1,7,2022-07-04,19:32:29.989000
8,Débito,28.47,Cacau,Manhã,Ter,Jul,2,7,2022-07-05,08:47:17.971000
9,Pix,29.33,Americano,Manhã,Ter,Jul,2,7,2022-07-05,09:25:12.232000
9,Pix,19.05,Espresso,Manhã,Ter,Jul,2,7,2022-07-05,09:49:10.350000
13,Pix,36.89,Americano com Leite,Tarde,Ter,Jul,2,7,2022-07-05,13:13:16.223000
8,Débito,39.5,Latte,Manhã,Qua,Jul,3,7,2022-07-06,08:28:40.371000
11,Débito,40.54,Americano com Leite,Manhã,Qua,Jul,3,7,2022-07-06,11:09:11.683000
12,Crédito,18.12,Espresso,Tarde,Qua,Jul,3,7,2022-07-06,12:10:10.677000
14,Alimentação,37.14,Americano com Leite,Tarde,Qua,Jul,3,7,2022-07-06,14:39:17.828000
15,Alimentação,38.49,Latte,Tarde,Qua,Jul,3,7,2022-07-06,15:43:54.047000
16,Pix,37.38,Chocolate Quente,Tarde,Qua,Jul,3,7,2022-07-06,16:48:55.171000
16,Alimentação,36.87,Cappuccino,Tarde,Qua,Jul,3,7,2022-07-06,16:56:10.163000
18,Crédito,38.85,Cappuccino,Noite,Qua,Jul,3,7,2022-07-06,18:16:02.382000
9,Crédito,30.2,Cacau,Manhã,Qui,Jul,4,7,2022-07-07,09:43:53.881000
11,Débito,39.33,Cappuccino,Manhã,Qui,Jul,4,7,2022-07-07,11:24:19.233000
11,Pix,39.41,Cappuccino,Manhã,Qui,Jul,4,7,2022-07-07,11:59:48.699000
14,Crédito,17.99,Espresso,Tarde,Qui,Jul,4,7,2022-07-07,14:26:33.737000
15,Crédito,40.26,Latte,Tarde,Qui,Jul,4,7,2022-07-07,15:46:53.939000
16,Pix,39.46,Latte,Tarde,Qui,Jul,4,7,2022-07-07,16:30:03.711000
16,Débito,36.8,Cappuccino,Tarde,Qui,Jul,4,7,2022-07-07,16:47:18.899000
19,Crédito,40.15,Chocolate Quente,Noite,Qui,Jul,4,7,2022-07-07,19:39:09.146000
11,Débito,40.58,Cappuccino,Manhã,Sex,Jul,5,7,2022-07-08,11:44:12.261000
14,Pix,38.12,Latte,Tarde,Sex,Jul,5,7,2022-07-08,14:25:10.492000
16,Alimentação,39.67,Americano com Leite,Tarde,Sex,Jul,5,7,2022-07-08,16:22:21.083000
8,Pix,27.76,Americano,Manhã,Sáb,Jul,6,7,2022-07-09,08:28:06.719000
9,Débito,28.97,Americano,Manhã,Sáb,Jul,6,7,2022-07-09,09:49:47.812000
10,Crédito,40.51,Cappuccino,Manhã,Sáb,Jul,6,7,2022-07-09,10:02:01.221000
10,Débito,28.31,Americano,Manhã,Sáb,Jul,6,7,2022-07-09,10:58:23.503000
11,Alimentação,29.79,Cortado,Manhã,Sáb,Jul,6,7,2022-07-09,11:22:54.352000
11,Alimentação,38.83,Cappuccino,Manhã,Sáb,Jul,6,7,2022-07-09,11:54:32.834000
13,Pix,18.22,Espresso,Tarde,Sáb,Jul,6,7,2022-07-09,13:25:54.325000
14,Alimentação,40.37,Latte,Tarde,Sáb,Jul,6,7,2022-07-09,14:35:03.256000
14,Crédito,39.75,Latte,Tarde,Sáb,Jul,6,7,2022-07-09,14:53:17.045000
15,Débito,39.22,Cappuccino,Tarde,Sáb,Jul,6,7,2022-07-09,15:21:22.491000
16,Crédito,40.34,Latte,Tarde,Sáb,Jul,6,7,2022-07-09,16:56:33.483000
7,Crédito,39.48,Americano com Leite,Manhã,Dom,Jul,7,7,2022-07-10,07:14:57.865000
